Marmagne#Centre#Rue de la Gare, 18500 Marmagne, France#47.0970799#2.281638
Mehun-sur-Yèvre#Centre#Place de la Gare, 18500 Mehun-sur-Yèvre, France#47.1398748#2.207679
Menars#Centre#Menars, France#47.6428595#1.4069576
Mennetou-sur-Cher#Centre#Rue de la Gare, 18100 Thénioux, France#47.2572169#1.9279075
Mer (Loir-et-Cher)#Centre#Rue de la Gare, 41500 Mer, France#47.7055457#1.5062791
Meung-sur-Loire#Centre#Rue de la Gare, 45130 Meung-sur-Loire, France#47.8289238#1.6925261
Monnaie#Centre#La Gare, 37380 Monnaie, France#47.4960743#0.7891879
Montargis#Centre#Avenue de la Gare, 45200 Montargis, France#48.0066211#2.7411391
Montbazon#Centre#Avenue de la Gare, 37250 Montbazon, France#47.2905593#0.7195706
Montlouis#Centre#Quai de la Gare, 37270 Montlouis-sur-Loire, France#47.3908587#0.821422
Montrichard#Centre#Avenue de la Gare, 41400 Montrichard, France#47.3432985#1.1736693
Monts (Indre-et-Loire)#Centre#Monts, France#47.2771485#0.6251794
Nérondes#Centre#La Gare, 18350 Nérondes, France#46.999113#2.8229715
Neuillé-Pont-Pierre#Centre#La Gare, 37360 Neuillé-Pont-Pierre, France#47.5605857#0.5621559
Neuvy-Pailloux#Centre#Rue de la Gare, 36100 Neuvy-Pailloux, France#46.887212#1.8578051
Nogent-le-Rotrou#Centre#Place de la Gare, 28400 Nogent-le-Rotrou, France#48.325895#0.8102822
Nogent-sur-Vernisson#Centre#Route de la Gare, 45290 Les Choux, France#47.7950898#2.6832762
Noizay#Centre#Rue de la Gare, 37210 Noizay, France#47.4174793#0.8931357
Notre-Dame-d'Oé#Centre#Notre-Dame-d'Oé, France#47.4571928#0.7079293
Nouan-le-Fuzelier#Centre#Nouan-le-Fuzelier, France#47.5362019#2.0366552
Onzain#Centre#Chemin de la Gare, 41150 Onzain, France#47.4921213#1.1863548
Orléans#Centre#Rue de la Gare, 45000 Orléans, France#47.9132219#1.9020981
Pezou#Centre#Avenue de la Gare, 41100 Pezou, France#47.8673078#1.1416848
Pontgouin#Centre#La Gare, 28190 Pontgouin, France#48.478501#1.149123
Port-Boulet#Centre#Le Port Boulet, 37140 La Chapelle-sur-Loire, France#47.2422102#0.1632019
Port-de-Piles#Centre#Rue de la Gare, 37160 La Celle-Saint-Avant, France#47.0094439#0.6002653
Pruniers#Centre#Rue de la Gare, 41130 Gièvres, France#47.2779632#1.6686082
Reignac#Centre#La Gare, 37310 Reignac-sur-Indre, France#47.2173085#0.903467
Reuilly (Indre)#Centre#Rue de la Gare, 36260 Reuilly, France#47.0861176#2.0464442
Rivarennes#Centre#Route de la Gare, 37190 Rivarennes, France#47.2686525#0.3627858
Romorantin#Centre#Rond-Point de la Gare, 41200 Romorantin-Lanthenay, France#47.3552936#1.7400136
Salbris#Centre#Rue de la Gare, 41300 La Ferté-Imbault, France#47.3841366#1.9591271
Savonnières#Centre#Route de la Gare, 37510 Savonnières, France#47.3565642#0.5451122
Selles-St-Denis#Centre#Rue de la Gare, 41300 Selles-Saint-Denis, France#47.3906693#1.9238523
Selles-sur-Cher#Centre#Avenue de la Gare, 41130 Selles-sur-Cher, France#47.2814216#1.5461233
St-Aignan-Noyers#Centre#Avenue de la Gare, 41140 Noyers-sur-Cher, France#47.2821949#1.3820127
St-Amand-de-Vendôme#Centre#Vendôme, France#47.782216#1.0711489
St-Amand-Montrond-Orval#Centre#Avenue de la Gare, 18200, France#46.7260784#2.4889114
St-Antoine-du-Rocher#Centre#Saint-Antoine-du-Rocher, France#47.4953798#0.6306425
St-Aubin-St-Luperce#Centre#Rue de la Gare, 28190 Saint-Luperce, France#48.4385632#1.3245171
St-Ay#Centre#Rue de la Gare, 45370 Cléry-Saint-André, France#47.8203912#1.7582779
St-Cyr-en-Val#Centre#Rue de la Gare, 45590 Saint-Cyr-en-Val, France#47.825908#1.9609576
Ste-Lizaigne#Centre#Rue de la Gare, 36260 Sainte-Lizaigne, France#47.0061911#2.0260305
Ste-Maure-Noyant#Centre#Rue de la Gare, 37800 Noyant-de-Touraine, France#47.1101291#0.5775689
St-Florent-sur-Cher#Centre#Place de la Gare, 18400 Saint-Florent-sur-Cher, France#46.9920252#2.2520681
St-Genouph#Centre#Rue de la Gare, 37510 Saint-Genouph, France#47.3743707#0.5955091
St-Germain-du-Puy#Centre#Avenue de la Gare, 18390 Saint-Germain-du-Puy, France#47.0977432#2.4842986
St-Germain-St-Rémy#Centre#Rue de la Gare, 28380 Saint-Rémy-sur-Avre, France#48.7629043#1.2459055
St-Martin-le-Beau#Centre#Rue de la Gare, 37270 Saint-Martin-le-Beau, France#47.3554398#0.9059527
St-Paterne#Centre#Rue de la Gare, 37370 Saint-Paterne-Racan, France#47.6031963#0.4822736
St-Patrice#Centre#Route de la Gare, 37190 Rivarennes, France#47.2686525#0.3627858
St-Piat#Centre#Rue de la Gare, 28130 Saint-Piat, France#48.5436837#1.5883531
St-Pierre-des-Corps#Centre#Place de la Gare, 37700 Saint-Pierre-des-Corps, France#47.3856077#0.7224954
Suèvres#Centre#Rue de la Gare, 41500 Suèvres, France#47.6758457#1.4583659
Theillay (Loir-et-Cher)#Centre#Rue de la Gare, 41300 Theillay, France#47.3144245#2.043981
Thésée#Centre#Thésée, France#47.326563#1.3021899
Tours#Centre#Gare de Tours, 37000 Tours, France#47.3896#0.6937
Toury#Centre#Avenue de la Gare, 28310 Toury, France#48.1942477#1.9398419
Urçay#Centre#Rue de la Gare, 03360 Urçay, France#46.626304#2.5867844
Valençay#Centre#Rue de la Gare, 36600 Valençay, France#47.1621203#1.5585674
Varennes-sur-Fouzon#Centre#La Gare, 36210 Varennes-sur-Fouzon, France#47.2152166#1.6160477
Veigné#Centre#Avenue de la Gare, 37250 Montbazon, France#47.2905593#0.7195706
Vendôme#Centre#Allée de la Gare, 41100 Coulommiers-la-Tour, France#47.7865175#1.1448929
Vendôme-Villiers-sur-le-Loir#Centre#Le Loir, France#48.0724798#1.0159385
Veretz-Montlouis#Centre#Quai de la Gare, 37270 Montlouis-sur-Loire, France#47.3908587#0.821422
Veuves-Monteaux#Centre#Monteaux, France#47.4863051#1.1141886
Vierzon-Forges#Centre#Vierzon-Forges, Vierzon, France#47.2087088#2.0974952
Vierzon-Ville#Centre#Place de la Gare, 18100 Vierzon, France#47.2260546#2.0600195
Villefranche-sur-Cher#Centre#Avenue de la Gare, 41200 Villefranche-sur-Cher, France#47.294806#1.7687795
Villeherviers#Centre#Rue de la Gare, 41200 Villeherviers, France#47.3674223#1.7966715
Villeperdue#Centre#Villeperdue, France#47.2001565#0.6314487
Voves#Centre#Rue de la Gare, 28360 Theuville, France#48.3286858#1.5880336
La Gare de Linthes#Champagne-Ardenne# 51230 Linthes, France#3.8540441#48.7256753
Amagne-Lucquy#Champagne-Ardenne#Rue de la Gare, 08300 Amagne, France#49.5188371#4.5081628
Anchamps#Champagne-Ardenne#Rue de la Gare, 08800 Laifour, France#49.9111031#4.6926293
Andilly#Champagne-Ardenne#Rue de la Gare, 52360 Marcilly-en-Bassigny, France#47.8998134#5.5138736
Aubrives#Champagne-Ardenne#Rue de la Gare, 08320 Vireux-Molhain, France#50.0827652#4.7243542
Avenay#Champagne-Ardenne#Ruelle de la Gare, 51150 Bisseuil, France#49.045987#4.0898499
Ay#Champagne-Ardenne#Place de la Gare, 51200 Épernay, France#49.045858#3.9593732
Bar-sur-Aube#Champagne-Ardenne#Avenue de la Gare, 10110 Bar-sur-Seine, France#48.1170298#4.3813066
Bayard#Champagne-Ardenne#Rue de la Gare, 52170 Bayard-sur-Marne, France#48.5509659#5.0749058
Bazancourt#Champagne-Ardenne#Impasse de la Gare, 51110 Bazancourt, France#49.3614889#4.1736882
Blesme-Haussignemont#Champagne-Ardenne#Haussignémont, France#48.7176975#4.7537827
Bogny-sur-Meuse#Champagne-Ardenne#Rue de la Gare, 08120 Bogny-sur-Meuse, France#49.8586953#4.760465
Bologne#Champagne-Ardenne#Rue de la Gare, 52310 Bologne, France#48.2005715#5.1378051
Bouy#Champagne-Ardenne#La Gare, 51520 La Veuve, France#49.0212128#4.3233719
Breuil-Romain#Champagne-Ardenne#Rue de la Gare, 51140 Jonchery-sur-Vesle, France#49.2883761#3.8159408
Carignan#Champagne-Ardenne#Avenue de la Gare, 08110 Carignan, France#49.629663#5.1680144
Châlons-en-Champagne#Champagne-Ardenne#Avenue de la Gare, 51000 Châlons-en-Champagne, France#48.9553067#4.3481188
Charleville-Mézières#Champagne-Ardenne#Place de la Gare, 08000 Charleville-Mézières, France#49.7682272#4.7244842
Chaumont#Champagne-Ardenne#Impasse de la Gare, 52000 Jonchery, France#48.1340707#5.0887745
Chevillon#Champagne-Ardenne#Rue de la Gare, 52170 Chevillon, France#48.5251906#5.1192498
Courcy-Brimont#Champagne-Ardenne#Rue de la Gare, 51220 Courcy, France#49.3252868#4.0194096
Culmont-Chalindrey#Champagne-Ardenne#Avenue de la Gare, 52600 Chalindrey, France#47.8087478#5.4464094
Deville#Champagne-Ardenne#Rue de la Gare, 08800 Laifour, France#49.9111031#4.6926293
Donchery#Champagne-Ardenne#Rue de la Gare, 08350 Donchery, France#49.6977377#4.8747816
Donjeux#Champagne-Ardenne#Donjeux, France#48.3642584#5.1554876
Dormans#Champagne-Ardenne#Rue de la Gare, 51700 Dormans, France#49.0783424#3.6414149
Épernay#Champagne-Ardenne#Place de la Gare, 51200 Épernay, France#49.045858#3.9593732
Eurville#Champagne-Ardenne#Rue de la Gare, 52170 Bayard-sur-Marne, France#48.5509659#5.0749058
Fépin#Champagne-Ardenne#Fépin, France#50.0188074#4.7295369
Fismes#Champagne-Ardenne#Avenue de la Gare, 51170 Fismes, France#49.3083247#3.6868516
Froncles-Buxières#Champagne-Ardenne#Buxières, Froncles, France#48.2923777#5.1520065
Fronville-St-Urbain#Champagne-Ardenne#Place de la Gare, 52300 Joinville, France#48.4435419#5.1428979
Fumay#Champagne-Ardenne#Fumay, France#49.9935741#4.7069536
Germaine#Champagne-Ardenne#Rue de la Gare, 51160 Germaine, France#49.1274667#4.0223288
Givet#Champagne-Ardenne#Petite rue de la Gare, 08600 Givet, France#50.1391732#4.8191225
Gudmont#Champagne-Ardenne#Champagne-Ardenne, France#48.7934092#4.4725249
Haybes#Champagne-Ardenne#Haybes, France#50.0101377#4.7056905
Joigny-sur-Meuse#Champagne-Ardenne#Rue de la Gare, 08700 Joigny-sur-Meuse, France#49.8358063#4.7652351
Joinville (Haute-Marne)#Champagne-Ardenne#Place de la Gare, 52300 Joinville, France#48.4435419#5.1428979
Jonchery-sur-Vesle#Champagne-Ardenne#Rue de la Gare, 51140 Jonchery-sur-Vesle, France#49.2886809#3.8161305
Laifour#Champagne-Ardenne#Rue de la Gare, 08800 Laifour, France#49.9111031#4.6926293
Langres#Champagne-Ardenne#Avenue de la Gare, 52200 Langres, France#47.8775862#5.342222
Liart#Champagne-Ardenne#Rue de la Gare, 08290 Liart, France#49.768408#4.3380777
Loivre#Champagne-Ardenne#Rue de la Gare, 51220 Courcy, France#49.3252868#4.0194096
Lumes#Champagne-Ardenne#Rue de la Gare, 08440 Lumes, France#49.7340744#4.7834924
Magneux Gourlandon#Champagne-Ardenne#Champagne-Ardenne, France#48.7934092#4.4725249
Merrey (Haute-Marne)#Champagne-Ardenne#Avenue de la Gare, 52240 Merrey, France#48.0540282#5.5932974
Mohon#Champagne-Ardenne#Place de la Gare, 08000 Charleville-Mézières, France#49.7682272#4.7244842
Montbré#Champagne-Ardenne#Place de la Gare, 51500 Rilly-la-Montagne, France#49.1671735#4.0415974
Monthermé#Champagne-Ardenne#Rue de la Gare, 08800 Laifour, France#49.9111031#4.6926293
Mourmelon-le-Petit#Champagne-Ardenne#Rue de la Gare, 51400 Sept-Saulx, France#49.1504963#4.2555193
Muizon#Champagne-Ardenne#Rue de la Gare, 51140 Muizon, France#49.2758497#3.9054023
Nogent-sur-Seine#Champagne-Ardenne#Rue de la Gare, 10400 Marnay-sur-Seine, France#48.50971#3.5613993
Nouvion-sur-Meuse#Champagne-Ardenne#Rue de la Gare, 08440 Lumes, France#49.7340744#4.7834924
Nouzonville#Champagne-Ardenne#Avenue de la Gare, 08700 Gespunsart, France#49.8186987#4.8282264
Poix-Terron#Champagne-Ardenne#Rue de la Gare, 08430 Poix-Terron, France#49.6491927#4.6393172
Prunay#Champagne-Ardenne#Rue de la Gare, 51500 Sillery, France#49.2041082#4.1443685
Reims#Champagne-Ardenne#Cour de la Gare, 51100 Rheims, France#49.2590316#4.0255878
Reims-Franchet d'Esperey#Champagne-Ardenne#Champagne-Ardenne, France#48.7934092#4.4725249
Reims-Maison-Blanche#Champagne-Ardenne#Gare de Champagne-Ardenne TGV, 51430 Bezannes, France#49.215#3.994
Rethel#Champagne-Ardenne#Rethel, France#49.5085636#4.3663229
Revin#Champagne-Ardenne#Rue de la Gare, 08800 Laifour, France#49.9111031#4.6926293
Rilly-la-Montagne#Champagne-Ardenne#Place de la Gare, 51500 Rilly-la-Montagne, France#49.1671735#4.0415974
Romilly-sur-Seine#Champagne-Ardenne#Place de la Gare, 10100 Romilly-sur-Seine, France#48.5145453#3.7290606
Sedan#Champagne-Ardenne#Place de la Gare, 08200 Sedan, France#49.6954841#4.9325178
Sept-Saulx#Champagne-Ardenne#Rue de la Gare, 51400 Sept-Saulx, France#49.1504963#4.2555193
Sillery#Champagne-Ardenne#Rue de la Gare, 51500 Sillery, France#49.2041082#4.1443685
St-Dizier#Champagne-Ardenne#Chemin de la Gare, 52100 Chancenay, France#48.6654296#4.9845355
Ste-Ménéhould#Champagne-Ardenne#Avenue de la Gare, 51800 Sainte-Menehould, France#49.0905225#4.9034226
St-Eulien#Champagne-Ardenne#Rue de la Gare, 52100 Villiers-en-Lieu, France#48.6645763#4.8992199
St-Hilaire-au-Temple#Champagne-Ardenne#Rue de la Gare, 51400 Saint-Hilaire-au-Temple, France#49.0567466#4.3829541
Suippes#Champagne-Ardenne#Avenue de la Gare, 51600 Suippes, France#49.120946#4.5440682
Trois-Puits#Champagne-Ardenne#Trois-Puits, France#49.2056588#4.0397547
Troyes#Champagne-Ardenne#Avenue de la Gare, 10800 Saint-Julien-les-Villas, France#48.2684305#4.0964213
Val-de-Vesle (Marne)#Champagne-Ardenne#Rue de la Gare, 51380 Verzy, France#49.1483478#4.162551
Vendeuvre (Aube)#Champagne-Ardenne#Vendeuvre, France#48.231129#4.467124
Vignory#Champagne-Ardenne#Vignory, France#48.2767648#5.1052992
Villiers-en-Lieu#Champagne-Ardenne#Rue de la Gare, 52100 Villiers-en-Lieu, France#48.6645763#4.8992199
Vireux-Molhain#Champagne-Ardenne#Rue de la Gare, 08320 Vireux-Molhain, France#50.0827652#4.7243542
Vitry-le-François#Champagne-Ardenne#Place de la Gare, 51300 Vitry-le-François, France#48.7182858#4.586882
Vraincourt-Viéville#Champagne-Ardenne#Viéville, France#48.2389663#5.1359353
Vrigne-Meuse#Champagne-Ardenne#Rue de la Gare, 08350 Donchery, France#49.6977377#4.8747816
Aillevillers#Franche-Comté#Rue de la Gare, 70320 Aillevillers-et-Lyaumont, France#47.9164669#6.3393267
Andelot (Jura)#Franche-Comté#Rue de la Gare, 39110 Andelot-en-Montagne, France#46.8549756#5.9303216
Arbois#Franche-Comté#Avenue de la Gare, 39600 Arbois, France#46.9122606#5.7641103
Arc-et-Senans#Franche-Comté#Rue de la Gare, 25610 Arc-et-Senans, France#47.030805#5.7769276
Avoudrey#Franche-Comté#Rue de la Gare, 25690 Avoudrey, France#47.1326239#6.4347921
Bas-Évette#Franche-Comté#Rue de la Gare, 90300 Lachapelle-sous-Chaux, France#47.70157#6.8251496
Baume-les-Dames#Franche-Comté#Rue de la Gare, 25110 Baume-les-Dames, France#47.3536335#6.3593904
Belfort#Franche-Comté#Belfort, Avenue Thomas Wilson, 90000 Belfort, France#47.6338135#6.8541132
Besançon-Mouillère#Franche-Comté#Gare de Besançon-la Mouillère, 25000 Besançon, France#47.2404338#6.0341549
Besançon-Viotte#Franche-Comté#Gare de Besançon-Viotte, 25000 Besançon, France#47.249145#6.031065
Byans#Franche-Comté#Rue de la Gare, 25320 Byans-sur-Doubs, France#47.1177263#5.8528435
Champagney#Franche-Comté#Avenue de la Gare, 70290 Champagney, France#47.7029601#6.7034167
Champagnole#Franche-Comté#Avenue de la Gare, 39300 Champagnole, France#46.7489166#5.9096893
Champagnole-Paul-Emmanuel-Victor#Franche-Comté#Franche-Comté, France#47.1343207#6.0223016
Chèvremont#Franche-Comté#Rue de la Gare, 90340 Chèvremont, France#47.626451#6.9233975
Clerval#Franche-Comté#Rue de la Gare, 25340 Clerval, France#47.3959104#6.4915359
Colombier-Fontaine#Franche-Comté#Rue de la Gare, 25260 Saint-Maurice-Colombier, France#47.4416824#6.6404401
Cousance#Franche-Comté#Rue de la Gare, 39190 Cousance, France#46.5342499#5.3901319
Dannemarie-Velesmes#Franche-Comté#Rue de la Gare, 25410 Dannemarie-sur-Crète, France#47.2052047#5.878103
Delles#Franche-Comté#Franche-Comté, France#47.1343207#6.0223016
Deluz#Franche-Comté#Rue de la Gare, 25960 Deluz, France#47.292548#6.2000956
Dole-Ville#Franche-Comté#Place de la Gare, 39100 Dole, France#47.0955167#5.4887243
Domblans-Voiteur#Franche-Comté#Rue de la Gare, 39210 Domblans, France#46.7616015#5.5982207
Étalans#Franche-Comté#Rue de la Gare, 25580 Étalans, France#47.1545536#6.2720688
Franois#Franche-Comté#Rue de la Gare, 25770 Franois, France#47.2287111#5.9360842
Frasne#Franche-Comté#Ecole Maternelle de la Gare, 15 Rue de la Gare, 25560 Frasne, France#46.8571829#6.1581992
Gilley#Franche-Comté#Rue de la Gare, 25650 Gilley, France#47.0504686#6.4920163
Héricourt#Franche-Comté#Rue de la Gare, 70400 Héricourt, France#47.5743788#6.7687127
La Chaumusse-Fort-du-Plasne#Franche-Comté#Rue de la Gare, 39150 Saint-Laurent-en-Grandvaux, France#46.575276#5.9513779
La Chaux-des-Crotenay#Franche-Comté#Rue de la Gare, 39150 Chaux-des-Crotenay, France#46.6551267#5.9445823
La Rivière#Franche-Comté#Rue de la Gare, 25560 La Rivière-Drugeon, France#46.8690167#6.2145917
Labarre#Franche-Comté#Franche-Comté, France#47.1343207#6.0223016
Laissey#Franche-Comté#Rue de la Gare, 25960 Deluz, France#47.292548#6.2000956
Le Valdahon#Franche-Comté#Rue de la Gare, 25800 Valdahon, France#47.1486137#6.3431469
Les Longevilles-Rochejean#Franche-Comté#Rue de la Gare, 25160 Labergement-Sainte-Marie, France#46.7758313#6.2796519
L'Hôpital-du-Grosbois#Franche-Comté#Rue de la Gare, 25620 L'Hôpital-du-Grosbois, France#47.17045#6.2155071
Liesle#Franche-Comté#Rue de la Gare, 25320 Byans-sur-Doubs, France#47.1177263#5.8528435
L'Isle-sur-le-Doubs#Franche-Comté#Avenue de la Gare, 25250 L'Isle-sur-le-Doubs, France#47.4482181#6.5821527
Lons-le-Saunier#Franche-Comté#Rue de la Gare, 39570 Gevingey, France#46.6406659#5.505237
Lure#Franche-Comté#Rue de la Gare, 70200 Lure, France#47.6834316#6.4951349
Luxeuil-les-Bains#Franche-Comté#Rue de la Gare, 70300 Luxeuil-les-Bains, France#47.8149346#6.3736397
Mamirolle#Franche-Comté#Rue de la Gare, 25620 Mamirolle, France#47.198344#6.1623341
Molinges#Franche-Comté#Chemin de la Gare, 39360 Chassal, France#46.360514#5.7857328
Montbarrey#Franche-Comté#Rue de la Gare, 39380 Mont-sous-Vaudrey, France#46.9855105#5.59663
Montbéliard#Franche-Comté#Rue de la Gare, 25420, France#47.4858535#6.7725131
Montferrand-Thoraise#Franche-Comté#Ecole Primaire de la Gare, 1 Rue du Chenassard, 25320 Montferrand-le-Château, France#47.1837509#5.9081437
Morbier#Franche-Comté#Rue de la Gare, 39400 Morbier, France#46.5393291#6.017116
Morez#Franche-Comté#Ruelle de la Gare, 39400 Morez, France#46.5255749#6.0224071
Morre#Franche-Comté#Gare de Morre, 25660 Morre, France#47.2261551#6.0665989
Morteau#Franche-Comté#Rue de la Gare, 25500 Morteau, France#47.0550598#6.6055574
Mouchard#Franche-Comté#Mouchard, France#46.9768146#5.7973959
Novillars#Franche-Comté#Rue de la Gare, 25220 Roche-lez-Beaupré, France#47.2761133#6.1115724
Orchamps (Jura)#Franche-Comté#Orchamps, France#47.1482603#5.6588359
Paul-Émile Victor#Franche-Comté#Franche-Comté, France#47.1343207#6.0223016
Petit-Croix#Franche-Comté#Petit-Croix, France#47.6137008#6.976112
Poligny#Franche-Comté#Avenue de la Gare, 39800 Poligny, France#46.8430705#5.7043002
Pontarlier#Franche-Comté#Gare, 25300 Pontarlier, France#46.8964996#6.357289
Ranchot#Franche-Comté#Rue de la Gare, 39700 Fraisans, France#47.1533705#5.7581176
Roche-lez-Beaupré#Franche-Comté#Rue de la Gare, 25220 Roche-lez-Beaupré, France#47.2761133#6.1115724
Ronchamp#Franche-Comté#Rue de la Gare, 70250 Ronchamp, France#47.6986752#6.6232395
Saône#Franche-Comté#Avenue de la Gare, 25660 Saône, France#47.2127949#6.1061839
St-Amour#Franche-Comté#Avenue de la Gare, 39160 Saint-Amour, France#46.4346652#5.3368811
St-Claude#Franche-Comté#Avenue de la Gare, 39200 Saint-Claude, France#46.3914011#5.8609081
Ste-Colombe (Doubs)#Franche-Comté#Rue de la Gare, 25300 Sainte-Colombe, France#46.8789805#6.2658272
St-Laurent (Jura)#Franche-Comté#Rue de la Gare, 39150 Saint-Laurent-en-Grandvaux, France#46.575276#5.9513779
St-Lothain#Franche-Comté#Avenue de la Gare, 39800 Poligny, France#46.8430705#5.7043002
St-Vit#Franche-Comté#Avenue de la Gare, 25410 Saint-Vit, France#47.1828813#5.8072414
Torpes-Boussières#Franche-Comté#Rue de la Gare, 25320 Torpes, France#47.1638442#5.8875652
Trois-Chênes#Franche-Comté#Franche-Comté, France#47.1343207#6.0223016
Valdahon camp militaire#Franche-Comté#Franche-Comté, France#47.1343207#6.0223016
Vesoul#Franche-Comté#Avenue de la Gare, 70000 Vesoul, France#47.6180757#6.1516154
Voujeaucourt#Franche-Comté#Rue de la Gare, 25420 Voujeaucourt, France#47.4787561#6.7685857
Auffay#Haute-Normandie#Route de la Gare, 76890 Saint-Maclou-de-Folleville, France#49.6786651#1.1074255
Aumale#Haute-Normandie#Gare d'Aumale, 76390 Aumale, France#49.7650506#1.7559457
Barentin-Embranchement#Haute-Normandie#Upper-Normandy, France#49.524641#0.8828329
Beaumont-le-Roger#Haute-Normandie#L'Autoroute de Normandie, France#49.1910878#1.2322536
Bernay#Haute-Normandie#Gare de Bernay, 27300 Bernay, France#49.0872222#0.5958333
Blangy-sur-Bresle#Haute-Normandie#Avenue de la Gare, 76340 Blangy-sur-Bresle, France#49.9323102#1.6250465
Bolbec-Nointot#Haute-Normandie#Route de la Gare, 76210 Mirville, France#49.6026932#0.4361594
Bourgtheroulde-Thuit-Hébert#Haute-Normandie#L'Autoroute de Normandie, France#49.1910878#1.2322536
Bourth#Haute-Normandie#Rue de la Gare, 27580 Bourth, France#48.7661742#0.8042376
Bréauté-Beuzeville#Haute-Normandie#La Gare, 76110 Bréauté, France#49.6033055#0.4181159
Brionne (Eure)#Haute-Normandie#Place de la Gare, 27800 Brionne, France#49.196927#0.7121171
Bueil#Haute-Normandie#Rue de la Gare, 27730 Bueil, France#48.9270164#1.4426662
Clères#Haute-Normandie#Rue de la Gare, 76710, France#49.5517979#1.0721385
Conches#Haute-Normandie#Conches-en-Ouche, France#48.9621177#0.9417808
Dieppe#Haute-Normandie#Gare de Dieppe, 76200 Château de Dieppe, France#49.9213889#1.0811111
Elbeuf-St-Aubin#Haute-Normandie#Rue de la Gare, 76500 Elbeuf, France#49.2831126#1.006099
Épouville#Haute-Normandie#Rue de la Gare, 76700 Saint-Laurent-de-Brèvedent, France#49.5281157#0.2517038
Étainhus-St-Romain#Haute-Normandie#Route de la Gare, 76430 Étainhus, France#49.5582569#0.3287523
Eu#Haute-Normandie#Avenue de la Gare, 76260 Eu, France#50.0525327#1.4183683
Eu-la-Mouillette#Haute-Normandie#Upper-Normandy, France#49.524641#0.8828329
Évreux-Embranchement#Haute-Normandie#Gare d'Évreux Embranchement, 27000 Évreux, France#49.0186111#1.1497222
Fécamp#Haute-Normandie#Rue de la Gare, 76400 Colleville, France#49.748923#0.4592155
Forges-les-Eaux#Haute-Normandie#Place de la Gare, 76440 Forges-les-Eaux, France#49.6142441#1.5540079
Foucart-Alvimare#Haute-Normandie#Alvimare, France#49.6039894#0.6299046
Gaillon-Aubevoye#Haute-Normandie#Rue de la Gare, 27940 Aubevoye, France#49.1744457#1.3525893
Gisors-Embranchement#Haute-Normandie#Upper-Normandy, France#49.524641#0.8828329
Glos-Montfort#Haute-Normandie#Rue de la Gare, 27290 Glos-sur-Risle, France#49.27188#0.6821647
Gournay-Ferrières#Haute-Normandie#Ferrières-en-Bray, France#49.4815963#1.7404867
Grainville-Ymauville#Haute-Normandie#La Gare, 76110 Grainville-Ymauville, France#49.6550114#0.4047116
Harfleur#Haute-Normandie#Rue de la Gare, 76700 Harfleur, France#49.5136129#0.1997003
Harfleur-Halte#Haute-Normandie#Upper-Normandy, France#49.524641#0.8828329
Jacques-Monod-La Demi-Lieue#Haute-Normandie#Upper-Normandy, France#49.524641#0.8828329
La Bonneville-sur-Iton#Haute-Normandie#La Bonneville-sur-Iton, France#48.9902191#1.0368662
Le Havre#Haute-Normandie#Gare de Le Havre, 76600 Le Havre, France#49.4927778#0.1252778
Le Havre-Graville (IE)#Haute-Normandie#Upper-Normandy, France#49.524641#0.8828329
Le Tréport-Mers#Haute-Normandie#Avenue de la Gare, 76260 Eu, France#50.0525327#1.4183683
Les Ifs#Haute-Normandie#L'Autoroute de Normandie, France#49.1910878#1.2322536
Longroy-Gamaches#Haute-Normandie#Chemin de la Gare, 76260 Longroy, France#49.9827785#1.5519753
Longuerue-Vieux-Manoir#Haute-Normandie#Rue de la Gare, 76750 Morgny-la-Pommeraye, France#49.5219082#1.247794
Longueville-sur-Scie#Haute-Normandie#Longueville-sur-Scie, France#49.7916696#1.1091721
Malaunay-Le Houlme#Haute-Normandie#Rue de la Gare, 76770 Le Houlme, France#49.5114336#1.0393634
Maromme#Haute-Normandie#Rue de la Gare, 76770 Le Houlme, France#49.5114336#1.0393634
Montérolier-Buchy#Haute-Normandie#Buchy, France#49.5839018#1.3562209
Montivilliers#Haute-Normandie#Gare de Harfleur, 76700 Harfleur, France#49.5136111#0.1991667
Montville#Haute-Normandie#Rue de la Gare, 76710 Montville, France#49.5517979#1.0721385
Morgny#Haute-Normandie#Rue de la Gare, 76750 Morgny-la-Pommeraye, France#49.5219082#1.247794
Motteville#Haute-Normandie#Rue de la Gare, 76970 Motteville, France#49.6373799#0.8496991
Nonancourt#Haute-Normandie#Rue de la Gare, 27320 Nonancourt, France#48.7738866#1.1948488
Oissel#Haute-Normandie#Place de la Gare, 76350 Oissel, France#49.3437409#1.1014471
Pavilly-Station#Haute-Normandie#Upper-Normandy, France#49.524641#0.8828329
Pont-de-l'Arche#Haute-Normandie#L'Autoroute de Normandie, France#49.1910878#1.2322536
Rolleville#Haute-Normandie#Rue de la Gare, 76133 Rolleville, France#49.5814561#0.2156255
Romilly-la-Puthenaye#Haute-Normandie#Romilly-la-Puthenaye, France#49.0019958#0.8468573
Rouen-Rive-Droite#Haute-Normandie#Gare de Rouen Rue Verte, 76000 Rouen, France#49.4488889#1.0938889
Serqueux#Haute-Normandie#Place de la Gare, 76440 Forges-les-Eaux, France#49.6142441#1.5540079
Serquigny#Haute-Normandie#Rue de la Gare, 27470 Serquigny, France#49.1091373#0.7208512
Sommery#Haute-Normandie#Sommery, France#49.6324919#1.4406783
